CustomerKey,CustomerAlternateKey,FirstName,MiddleInitial,LastName,MaritalStatus,Gender,DateOfBirth,PhoneNumber,StreetAddress,City,StateProvinceCode,StateProvinceName,CountryCode,CountryName,PostCode 
21968,AW00021968,Jaime,R,Deng,S,M,1968-08-04,1 (11) 500 555-0166,1924 Coldwater Drive,Findon,SA,South Australia,AU,Australia,5023
21969,AW00021969,Latoya,H,Deng,S,F,1968-03-25,1 (11) 500 555-0175,1546 Cinnabar St.,Malabar,NSW,New South Wales,AU,Australia,2036
21970,AW00021970,Jada,,Rivera,S,F,1964-02-21,1 (11) 500 555-0132,4661 Balboa Court,Warrnambool,VIC,Victoria,AU,Australia,3280
21971,AW00021971,Warren,,Shan,M,M,1964-05-24,1 (11) 500 555-0193,6144 Rising Dawn Way,Gold Coast,QLD,Queensland,AU,Australia,4217
21972,AW00021972,Mandy,K,She,M,F,1964-10-02,1 (11) 500 555-0154,3067 Maya,Coffs Harbour,NSW,New South Wales,AU,Australia,2450
21973,AW00021973,Janet,R,Vazquez,M,F,1964-02-15,1 (11) 500 555-0142,3312 Clear View Circle,Cloverdale,SA,South Australia,AU,Australia,6105
21974,AW00021974,Whitney,J,Suri,S,F,1964-02-07,1 (11) 500 555-0196,4659 Montoya,Melton,VIC,Victoria,AU,Australia,3337
21975,AW00021975,Alfredo,,Ruiz,M,M,1963-01-05,1 (11) 500 555-0166,8769 Haven Drive,Perth,SA,South Australia,AU,Australia,6006
21976,AW00021976,Jacqueline,,Torres,S,F,1963-07-01,1 (11) 500 555-0134,415 Courthouse Drive,Sydney,NSW,New South Wales,AU,Australia,1002
21977,AW00021977,Phillip,J,Malhotra,S,M,1963-07-21,1 (11) 500 555-0122,9377 Detroit Ave,St. Leonards,NSW,New South Wales,AU,Australia,2065
21978,AW00021978,Tracy,E,Deng,M,F,1967-03-08,1 (11) 500 555-0157,6045 Elwood Drive,Silverwater,NSW,New South Wales,AU,Australia,2264
21979,AW00021979,Philip,M,Gutierrez,M,M,1962-09-16,1 (11) 500 555-0111,8574 Hillview Drive,Hobart,TAS,Tasmania,AU,Australia,7001
21980,AW00021980,Beth,,Moreno,S,F,1961-09-10,1 (11) 500 555-0131,9217 Juliet Court,East Brisbane,QLD,Queensland,AU,Australia,4169
21981,AW00021981,Isabella,L,Henderson,M,F,1961-04-11,1 (11) 500 555-0193,2173 Heartwood Drive,Brisbane,QLD,Queensland,AU,Australia,4000
21982,AW00021982,Deborah,T,Lal,M,F,1961-02-25,1 (11) 500 555-0174,9471 Tobi Drive,Bendigo,VIC,Victoria,AU,Australia,3550
21983,AW00021983,Glenn,,Liang,M,M,1961-03-22,1 (11) 500 555-0127,1135 W St.,Cloverdale,SA,South Australia,AU,Australia,6105
21984,AW00021984,Kristy,,Suarez,S,F,1960-02-19,1 (11) 500 555-0173,117 Marvello Lane,Lane Cove,NSW,New South Wales,AU,Australia,1597
21985,AW00021985,Eddie,L,Torres,M,M,1960-10-14,1 (11) 500 555-0151,5248 Gladstone Drive,Rhodes,NSW,New South Wales,AU,Australia,2138
21986,AW00021986,Kristi,l,Chapman,S,F,1960-06-11,1 (11) 500 555-0132,1312 Creekside Dr.,Findon,SA,South Australia,AU,Australia,5023
21987,AW00021987,Theodore,F,Dominguez,S,M,1965-12-04,1 (11) 500 555-0151,1291 Honey Court,East Brisbane,QLD,Queensland,AU,Australia,4169
21988,AW00021988,Alisha,M,Zhao,M,F,1965-04-03,1 (11) 500 555-0160,1848 Wharf Dr.,Port Macquarie,NSW,New South Wales,AU,Australia,2444
21989,AW00021989,Erik,H,Jimenez,M,M,1965-04-02,1 (11) 500 555-0116,7419 Donaleen Ct.,Rhodes,NSW,New South Wales,AU,Australia,2138
21990,AW00021990,Alejandro,R,Rai,S,M,1965-03-15,1 (11) 500 555-0116,3919 El Pintado Road,Rockhampton,QLD,Queensland,AU,Australia,4700
21991,AW00021991,Teresa,,Gill,M,F,1965-07-14,1 (11) 500 555-0164,5139 The Trees Dr,Seaford,VIC,Victoria,AU,Australia,3198
21992,AW00021992,Alejandro,P,Zhang,S,M,1965-08-27,1 (11) 500 555-0184,4997 Clayburn Rd,Warrnambool,VIC,Victoria,AU,Australia,3280
21993,AW00021993,Craig,M,Sanz,M,M,1964-09-20,1 (11) 500 555-0176,1277 Argenta Dr.,Bendigo,VIC,Victoria,AU,Australia,3550
21994,AW00021994,Natasha,,Ruiz,S,F,1959-03-13,1 (11) 500 555-0143,6778 Edie Ct.,Seaford,VIC,Victoria,AU,Australia,3198
21995,AW00021995,Kathryn,C,Raji,S,F,1962-03-22,1 (11) 500 555-0149,380 Show Rd.,Port Macquarie,NSW,New South Wales,AU,Australia,2444
21996,AW00021996,Amy,,Gao,M,F,1961-11-19,1 (11) 500 555-0186,3248 Birdhaven Court,East Brisbane,QLD,Queensland,AU,Australia,4169
21997,AW00021997,Dennis,,Xu,M,M,1958-03-14,1 (11) 500 555-0116,9707 Daffodil Drive,Warrnambool,VIC,Victoria,AU,Australia,3280
21998,AW00021998,Erik,C,Hernandez,M,M,1958-11-08,1 (11) 500 555-0133,9847 E. 5th Street,East Brisbane,QLD,Queensland,AU,Australia,4169
21999,AW00021999,Julia,R,Barnes,M,F,1958-05-13,1 (11) 500 555-0194,8641 Summitview Dr.,Geelong,VIC,Victoria,AU,Australia,3220
22000,AW00022000,Cynthia,,Chandra,M,F,1958-09-11,1 (11) 500 555-0165,6440 Co Road,Hervey Bay,QLD,Queensland,AU,Australia,4655
22001,AW00022001,Gregory,J,Chander,S,M,1957-10-21,1 (11) 500 555-0153,5844 Miguel Drive,Hobart,TAS,Tasmania,AU,Australia,7001
22002,AW00022002,Kristen,L,Chen,M,F,1936-08-05,1 (11) 500 555-0186,1354 Helene Court,Malabar,NSW,New South Wales,AU,Australia,2036
22003,AW00022003,Jill,,Navarro,M,F,1936-08-23,1 (11) 500 555-0134,1026 Mt. Wilson Pl.,South Melbourne,VIC,Victoria,AU,Australia,3205
22004,AW00022004,Meghan,E,Ortega,M,F,1960-08-16,1 (11) 500 555-0127,3030 Blackburn Ct.,Coffs Harbour,NSW,New South Wales,AU,Australia,2450
22005,AW00022005,Pamela,,Mehta,M,F,1960-03-03,1 (11) 500 555-0157,7633 Greenhills Circle,Melbourne,VIC,Victoria,AU,Australia,3000
22006,AW00022006,Jon,,Nara,M,M,1960-06-20,1 (11) 500 555-0147,1064 Armstrong Rd.,South Melbourne,VIC,Victoria,AU,Australia,3205
22007,AW00022007,Kaylee,T,Hernandez,S,F,1976-09-13,894-555-0144,8777 Olivera Rd.,Issaquah,WA,Washington,US,United States,98027
22008,AW00022008,Alisha,J,Ye,S,F,1975-04-08,292-555-0192,9525 Canyon Way,Cliffside,BC,British Columbia,CA,Canada,V8Y 1L1
22009,AW00022009,Ross,,Alvarez,S,M,1975-02-09,152-555-0151,490 Sepulveda Ct.,Coronado,CA,California,US,United States,92118
22010,AW00022010,Henry,M,Lopez,S,M,1975-07-13,272-555-0141,8434 Balhan Court,Burlingame,CA,California,US,United States,94010
22011,AW00022011,Richard,L,Patterson,S,M,1980-11-13,294-555-0180,5165 Wintergreen Court,Redmond,WA,Washington,US,United States,98052
22012,AW00022012,Regina,,Malhotra,S,F,1980-06-26,349-555-0176,3146 Rose Street,Colma,CA,California,US,United States,94014
22013,AW00022013,Marcus,L,Jenkins,S,M,1980-11-01,393-555-0137,7260 Holly Oak Dr.,Milwaukie,OR,Oregon,US,United States,97222
22014,AW00022014,Jose,,Gonzales,S,M,1980-05-19,407-555-0164,2206 Countrywood Ct,Haney,BC,British Columbia,CA,Canada,V2W 1W2
22015,AW00022015,Mary,,Turner,M,F,1980-10-15,735-555-0125,1178 Flora Ave.,Shawnee,BC,British Columbia,CA,Canada,V9B 2C3
22016,AW00022016,Terrence,E,Andersen,S,M,1980-10-22,159-555-0162,7651 Smiling Tree Court,Burien,WA,Washington,US,United States,98168
22017,AW00022017,Sharon,F,She,M,F,1937-12-09,1 (11) 500 555-0190,5878 Arcadia Pl.,Matraville,NSW,New South Wales,AU,Australia,2036
22018,AW00022018,Todd,,Sun,M,M,1937-05-09,1 (11) 500 555-0112,6699 Premier Place,Warrnambool,VIC,Victoria,AU,Australia,3280
22019,AW00022019,Rachel,,Bryant,M,F,1978-02-23,898-555-0158,1315 Union St,Shawnee,BC,British Columbia,CA,Canada,V9B 5T2
22020,AW00022020,Jaime,,Shan,M,M,1938-04-18,1 (11) 500 555-0133,3514 Sunshine,Geelong,VIC,Victoria,AU,Australia,3220
22021,AW00022021,Ethan,C,White,S,M,1977-09-20,182-555-0138,3361 Greenhills Circle,Renton,WA,Washington,US,United States,98055
22022,AW00022022,Christopher,M,Davis,S,M,1977-11-04,755-555-0171,3538 Olivewood Ct.,Redwood City,CA,California,US,United States,94063
22023,AW00022023,Rafael,R,Chen,S,M,1977-05-01,125-555-0157,5932 Houston Ct.,Beverly Hills,CA,California,US,United States,90210
22024,AW00022024,Samuel,D,Chen,S,M,1977-02-11,161-555-0122,3514 Citrus Ave,Colma,CA,California,US,United States,94014
22025,AW00022025,Riley,S,Peterson,S,F,1977-06-06,156-555-0118,6239 Meadowvale Court,Coronado,CA,California,US,United States,92118
22026,AW00022026,Bridget,,Kennedy,M,F,1979-04-07,379-555-0115,3376 Jacaranda Dr.,Cliffside,BC,British Columbia,CA,Canada,V8Y 1L1
22027,AW00022027,Franklin,J,Luo,S,M,1979-06-05,172-555-0141,5763 Reed Way,Cliffside,BC,British Columbia,CA,Canada,V8Y 1L1
22028,AW00022028,Jodi,A,Shen,M,F,1939-11-22,1 (11) 500 555-0159,6951 Harmony Way,Hobart,TAS,Tasmania,AU,Australia,7001
22029,AW00022029,Laura,,Gao,M,F,1939-11-03,1 (11) 500 555-0148,82 Mt. Dell Dr.,Silverwater,NSW,New South Wales,AU,Australia,2264
22030,AW00022030,Barbara,,Shen,M,F,1940-05-22,1 (11) 500 555-0144,2137 Carlotta,Seaford,VIC,Victoria,AU,Australia,3198
22031,AW00022031,Jorge,,Cai,M,M,1940-08-12,1 (11) 500 555-0191,7952 Quartermaster,Wollongong,NSW,New South Wales,AU,Australia,2500
22032,AW00022032,Ivan,,Fernandez,M,M,1942-09-12,1 (11) 500 555-0188,3973 Gilardy Drive,Melbourne,VIC,Victoria,AU,Australia,3000
22033,AW00022033,Marshall,C,Zhao,S,M,1942-06-17,1 (11) 500 555-0179,6583 El Rancho Drive,Springwood,NSW,New South Wales,AU,Australia,2777
22034,AW00022034,Seth,H,Clark,M,M,1976-04-03,131-555-0145,8979 Adams Dr.,Grossmont,CA,California,US,United States,91941
22035,AW00022035,Ryan,C,Wilson,M,M,1976-11-09,716-555-0163,8706 Royal Arch Court,Redwood City,CA,California,US,United States,94063
22036,AW00022036,Gabriella,,Hall,S,F,1975-11-01,874-555-0180,4511 L St.,Downey,CA,California,US,United States,90241
22037,AW00022037,Angela,S,Gonzales,M,F,1975-06-01,671-555-0144,3182 Glendale Ave,Seattle,WA,Washington,US,United States,98104
22038,AW00022038,Isabella,L,Jackson,S,F,1974-02-18,363-555-0165,5028 Tanager Road,Grossmont,CA,California,US,United States,91941
22039,AW00022039,Marissa,,Simmons,S,F,1974-03-16,979-555-0111,3149 Blue Circle,Lemon Grove,CA,California,US,United States,91945
22040,AW00022040,Devin,,Brown,M,M,1974-10-16,101-555-0122,3435 San Simeon,Woodland Hills,CA,California,US,United States,91364
22041,AW00022041,Paige,W,Morris,S,F,1973-05-03,711-555-0136,6720 Primrose Dr.,Haney,BC,British Columbia,CA,Canada,V2W 1W2
22042,AW00022042,Abigail,K,Bryant,M,F,1972-08-21,843-555-0124,2529 Clear Court,Beverly Hills,CA,California,US,United States,90210
22043,AW00022043,Trinity,,Cox,S,F,1972-08-12,944-555-0152,1820 Adobe St,La Jolla,CA,California,US,United States,92806
22044,AW00022044,Connor,,Young,S,M,1972-05-16,225-555-0129,8526 El Molino Dr.,San Carlos,CA,California,US,United States,94070
22045,AW00022045,Cameron,J,Chen,S,M,1968-05-07,298-555-0161,7971 Rolling Green Circle,Burien,WA,Washington,US,United States,98168
22046,AW00022046,Jasmine,E,Sanders,S,F,1968-02-21,745-555-0111,9783 Amaranth Way,Walla Walla,WA,Washington,US,United States,99362
22047,AW00022047,David,B,Gonzales,M,M,1968-12-16,539-555-0134,6306 El Dorado Way,Beverly Hills,CA,California,US,United States,90210
22048,AW00022048,Grace,A,Washington,M,F,1967-04-22,482-555-0114,4698 Royal Oak Rd.,San Francisco,CA,California,US,United States,94109
22049,AW00022049,Allen,J,Patel,S,M,1967-05-07,411-555-0121,7971 Rolling Green Circle,Berkeley,CA,California,US,United States,94704
22050,AW00022050,Richard,N,Bailey,S,M,1968-02-18,818-555-0146,5826 Limewood Pl.,Burnaby,BC,British Columbia,CA,Canada,V3J 6Z3
22051,AW00022051,Lauren,G,Rogers,S,F,1968-12-05,793-555-0113,7399 Pacific,Bellingham,WA,Washington,US,United States,98225
22052,AW00022052,Zachary,,Butler,M,M,1968-05-08,193-555-0178,4050 Canyon Road,Bellflower,CA,California,US,United States,90706
22053,AW00022053,Jaime,W,Goel,S,M,1968-12-15,286-555-0153,9067 Argonne Drive,Berkeley,CA,California,US,United States,94704
22054,AW00022054,Russell,,Raji,S,M,1968-08-24,172-555-0194,1144 Paraiso Ct.,Berkeley,CA,California,US,United States,94704
22055,AW00022055,Hannah,H,Clark,M,F,1968-03-05,622-555-0130,8612 Camino Ricardo,Beverly Hills,CA,California,US,United States,90210
22056,AW00022056,Alex,W,Howard,M,M,1979-02-18,809-555-0195,9779 Shuey Ave.,Olympia,WA,Washington,US,United States,98501
22057,AW00022057,Kyle,,Ross,S,M,1979-02-13,102-555-0176,313 Park Highlands,Yakima,WA,Washington,US,United States,98901
22058,AW00022058,Jake,,Zukowski,S,M,1978-11-05,139-555-0143,5888 Salem St.,Cliffside,BC,British Columbia,CA,Canada,V8Y 1L1
22059,AW00022059,Jonathan,,Johnson,M,M,1978-02-09,310-555-0158,2559 Altura Drive,Langley,BC,British Columbia,CA,Canada,V3A 4R2
22060,AW00022060,Evan,,Hill,M,M,1978-11-06,721-555-0154,6468 Gatewood Court,Lake Oswego,OR,Oregon,US,United States,97034
22061,AW00022061,Jenny,C,Goel,S,F,1978-09-20,753-555-0135,7156 Rose Dr.,Cerritos,CA,California,US,United States,90703
22062,AW00022062,Cameron,,Flores,S,M,1978-04-28,979-555-0198,7892 M Ln.,Downey,CA,California,US,United States,90241
22063,AW00022063,Joanna,,Suarez,M,F,1945-10-02,1 (11) 500 555-0193,4906 Vine Hill Way,Malabar,NSW,New South Wales,AU,Australia,2036
22064,AW00022064,Lawrence,L,Carlson,M,M,1945-05-24,1 (11) 500 555-0174,749 Tanager Court,Sunbury,VIC,Victoria,AU,Australia,3429
22065,AW00022065,Roy,,Martin,M,M,1946-07-03,1 (11) 500 555-0143,8955 Miller Dr.,Brisbane,QLD,Queensland,AU,Australia,4000
22066,AW00022066,Paula,M,Munoz,M,F,1971-03-18,810-555-0167,3200 Sandalwood Dr,Berkeley,CA,California,US,United States,94704
22067,AW00022067,Julia,E,Jackson,M,F,1971-01-18,114-555-0110,2375 Elwood Drive,Bellingham,WA,Washington,US,United States,98225
22068,AW00022068,Sean,,James,S,M,1963-06-15,278-555-0194,3556 Hoek Maple Court,Beverly Hills,CA,California,US,United States,90210
22069,AW00022069,Bailey,L,Reed,S,F,1963-12-06,879-555-0197,3652 Happy Valley Road,Beverly Hills,CA,California,US,United States,90210
22070,AW00022070,Eduardo,J,Brown,M,M,1963-07-02,317-555-0129,2823 Pheasant Court,Colma,CA,California,US,United States,94014
22071,AW00022071,Gabriel,S,Carter,S,M,1963-11-20,263-555-0158,3312 Kenneth Ct.,Coronado,CA,California,US,United States,92118
22072,AW00022072,Devin,A,Russell,S,M,1963-08-04,797-555-0157,939 Loeffler Lane,Woodland Hills,CA,California,US,United States,91364
22073,AW00022073,Timothy,L,Sanders,M,M,1962-12-25,161-555-0179,8838 Kirker Pass Road,Bellingham,WA,Washington,US,United States,98225
22074,AW00022074,Richard,,Washington,S,M,1962-08-15,696-555-0112,3069 Serpentine,W. Linn,OR,Oregon,US,United States,97068
22075,AW00022075,Pedro,,Patel,M,M,1962-05-15,187-555-0175,9462 Ohara Ave.,Bellflower,CA,California,US,United States,90706
22076,AW00022076,Nelson,D,Vazquez,M,M,1962-06-24,721-555-0115,7888 Stanford Street,Colma,CA,California,US,United States,94014
22077,AW00022077,Marvin,R,Rubio,M,M,1962-07-10,643-555-0118,9075 Calle Verde,Concord,CA,California,US,United States,94519
22078,AW00022078,William,R,Martin,M,M,1962-07-08,411-555-0139,7432 N. 17th St.,Glendale,CA,California,US,United States,91203
22079,AW00022079,Katherine,J,Perez,M,F,1961-10-16,691-555-0114,1935 Heavenly Drive,N. Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
22080,AW00022080,Caitlin,M,Sanchez,M,F,1961-12-04,629-555-0115,3356 Northstar Drive,Sooke,BC,British Columbia,CA,Canada,V0
22081,AW00022081,Olivia,,Clark,M,F,1961-04-07,499-555-0114,6874 Magnolia Ave.,W. Linn,OR,Oregon,US,United States,97068
22082,AW00022082,Lucas,,Barnes,S,M,1961-10-23,605-555-0193,6695 Treat Blvd.,Berkeley,CA,California,US,United States,94704
22083,AW00022083,David,J,Flores,M,M,1961-03-16,185-555-0185,8829 Northstar Drive,Berkeley,CA,California,US,United States,94704
22084,AW00022084,Francis,T,Gomez,M,M,1961-07-07,941-555-0184,2300 Lillian Dr,Chula Vista,CA,California,US,United States,91910
22085,AW00022085,Toni,,Mehta,M,F,1961-07-13,786-555-0184,4173 Rockledge Lane,Colma,CA,California,US,United States,94014
22086,AW00022086,Chelsea,,Sanchez,M,F,1961-11-17,129-555-0173,8967 Chrislend Court,Concord,CA,California,US,United States,94519
22087,AW00022087,Joan,K,Coleman,M,F,1961-10-16,387-555-0136,2260 Clear Court,Coronado,CA,California,US,United States,92118
22088,AW00022088,Hannah,C,Diaz,M,F,1961-01-19,249-555-0155,7345 Stillman Court,Glendale,CA,California,US,United States,91203
22089,AW00022089,Mason,,Gray,M,M,1961-03-04,364-555-0117,4625 Dos Encinas,Novato,CA,California,US,United States,94947
22090,AW00022090,Alexandra,E,Miller,M,F,1955-11-20,402-555-0180,328 Shelly Dr.,West Covina,CA,California,US,United States,91791
22091,AW00022091,Kayla,,Griffin,M,F,1955-08-23,175-555-0156,1026 Mt. Wilson Pl.,Lynnwood,WA,Washington,US,United States,98036
22092,AW00022092,Andrea,,Young,M,F,1955-02-23,639-555-0165,9384 Ashmount Way,Tacoma,WA,Washington,US,United States,98403
22093,AW00022093,Sydney,A,Baker,M,F,1955-06-16,598-555-0163,2959 Freda Drive,Portland,OR,Oregon,US,United States,97205
22094,AW00022094,Jared,A,Watson,M,M,1955-06-04,775-555-0143,7477 Mt. Everest Court,Walla Walla,WA,Washington,US,United States,99362
22095,AW00022095,Brandon,,Perry,S,M,1955-10-15,758-555-0120,384 Dayton Court,Victoria,BC,British Columbia,CA,Canada,V8V
22096,AW00022096,Bryce,D,Cooper,S,M,1954-01-22,414-555-0161,4399 Price Lane,Bellingham,WA,Washington,US,United States,98225
22097,AW00022097,David,A,Anderson,M,M,1935-05-08,834-555-0113,4683 Tuolumne Way,Victoria,BC,British Columbia,CA,Canada,V8V
22098,AW00022098,Katherine,,Brooks,S,F,1935-10-18,326-555-0144,252 Meadowbrook Drive,W. Linn,OR,Oregon,US,United States,97068
22099,AW00022099,Joel,M,Schmidt,M,M,1935-04-23,784-555-0134,9558 Orchard View Ave.,Colma,CA,California,US,United States,94014
22100,AW00022100,Fernando,,Hall,M,M,1960-03-20,167-555-0129,8886 Marsh Drive,Port Hammond,BC,British Columbia,CA,Canada,V6B 3P7
22101,AW00022101,Carol,P,White,S,F,1960-05-12,721-555-0110,9854 Martindale Drive,Everett,WA,Washington,US,United States,98201
22102,AW00022102,Eduardo,P,Cox,M,M,1960-02-08,936-555-0183,5253 Harris Court,Salem,OR,Oregon,US,United States,97301
22103,AW00022103,Alexandra,C,Hernandez,M,F,1960-06-25,509-555-0141,6544 Bella Vista,Burlingame,CA,California,US,United States,94010
22104,AW00022104,Richard,R,Adams,S,M,1960-01-20,243-555-0193,2284 Azalea Avenue,Daly City,CA,California,US,United States,94015
22105,AW00022105,Taylor,,Cooper,M,F,1960-03-23,780-555-0156,8291 Crossbow Way,Lemon Grove,CA,California,US,United States,91945
22106,AW00022106,Olivia,,Long,M,F,1960-06-10,438-555-0177,1487 Franklin Canyon Road,Palo Alto,CA,California,US,United States,94303
22107,AW00022107,Michael,A,Jones,S,M,1954-10-04,210-555-0110,608 Lincoln Dr.,Oak Bay,BC,British Columbia,CA,Canada,V8P
22108,AW00022108,Eduardo,,Powell,S,M,1954-06-17,196-555-0183,1810 Darlene Dr.,Novato,CA,California,US,United States,94947
22109,AW00022109,Jonathan,L,Mitchell,M,M,1954-02-02,160-555-0163,2595 Franklin Canyon Rd.,Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
22110,AW00022110,Eduardo,,King,M,M,1954-08-08,853-555-0118,3348 Galindo Street,Beaverton,OR,Oregon,US,United States,97005
22111,AW00022111,Gabriella,,King,M,F,1954-11-10,217-555-0137,3939 Northridge Ct.,Concord,CA,California,US,United States,94519
22112,AW00022112,Paige,,Reed,M,F,1954-12-26,305-555-0120,1256 Orangewood Ave.,Port Hammond,BC,British Columbia,CA,Canada,V6B 3P7
22113,AW00022113,Katherine,A,Garcia,S,F,1953-09-14,495-555-0158,2341 Breaker Dr.,W. Linn,OR,Oregon,US,United States,97068
22114,AW00022114,Lucas,L,Martin,M,M,1953-07-16,434-555-0192,191 Trail Way,Cliffside,BC,British Columbia,CA,Canada,V8Y 1L1
22115,AW00022115,Dalton,A,Rogers,M,M,1953-06-13,803-555-0141,2467 Green St.,Redmond,WA,Washington,US,United States,98052
22116,AW00022116,Robert,K,Lopez,S,M,1953-11-04,944-555-0157,457 Ryan Rd.,Grossmont,CA,California,US,United States,91941
22117,AW00022117,Sydney,C,Perez,M,F,1953-04-11,171-555-0192,2402 Sutherland Dr.,Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
22118,AW00022118,Jennifer,D,Parker,S,F,1953-05-20,755-555-0136,5772 Ridgewood Drive,Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
22119,AW00022119,Hailey,L,Flores,M,F,1953-10-13,754-555-0183,90 Toyon Dr.,Burlingame,CA,California,US,United States,94010
22120,AW00022120,Jennifer,J,Perry,M,F,1953-11-01,263-555-0116,6274 San Antonio,Victoria,BC,British Columbia,CA,Canada,V8V
22121,AW00022121,Jackson,A,Henderson,M,M,1952-05-12,547-555-0182,6715 North Park Court,Haney,BC,British Columbia,CA,Canada,V2W 1W2
22122,AW00022122,Rachel,,Butler,M,F,1952-10-25,831-555-0110,5079 Notre Dame Avenue,Redmond,WA,Washington,US,United States,98052
22123,AW00022123,Isabella,,Bailey,S,F,1937-04-03,808-555-0174,1726 Hacienda,Beverly Hills,CA,California,US,United States,90210
22124,AW00022124,Desiree,J,Alonso,M,F,1937-09-05,992-555-0176,5785 Lislin Ct.,Chicago,IL,Illinois,US,United States,60610
22125,AW00022125,Zachary,K,Garcia,M,M,1937-02-02,272-555-0172,1915 Seawind Dr.,National City,CA,California,US,United States,91950
22126,AW00022126,Rachel,C,Ward,M,F,1937-08-03,442-555-0167,7694 Furness Street,Burlingame,CA,California,US,United States,94010
22127,AW00022127,Marcus,,Thompson,M,M,1938-11-09,239-555-0129,3260 Fountainhead Court,Colma,CA,California,US,United States,94014
22128,AW00022128,Melissa,,Perry,M,F,1938-04-07,641-555-0114,6828 Willow Pass Road,Langford,BC,British Columbia,CA,Canada,V9
22129,AW00022129,Chloe,L,Hall,M,F,1938-12-08,148-555-0188,4042 Shoenic,Beverly Hills,CA,California,US,United States,90210
22130,AW00022130,Xavier,R,Bryant,M,M,1938-08-28,115-555-0174,3905 Mt. Trinity Court,San Diego,CA,California,US,United States,92102
22131,AW00022131,Jessica,J,Cook,M,F,1938-07-01,563-555-0111,1889 Carmel Dr,Grossmont,CA,California,US,United States,91941
22132,AW00022132,Rachael,D,Mehta,M,F,1938-02-25,107-555-0161,93 N. 39th Street,Colma,CA,California,US,United States,94014
22133,AW00022133,Xavier,C,Adams,M,M,1938-09-23,682-555-0196,4030 La Orinda Place,Olympia,WA,Washington,US,United States,98501
22134,AW00022134,Leonard,L,Raji,M,M,1939-11-10,847-555-0162,2038 Encino Drive,Burbank,CA,California,US,United States,91502
22135,AW00022135,Julia,L,Hernandez,M,F,1939-06-19,563-555-0175,921 Pembrook Court,Renton,WA,Washington,US,United States,98055
22136,AW00022136,Devin,C,Evans,M,M,1939-11-14,131-555-0193,8937 Two Bay Road,El Cajon,CA,California,US,United States,92020
22137,AW00022137,Elizabeth,L,Griffin,M,F,1940-03-20,169-555-0182,9046 C Street,Newport Beach,CA,California,US,United States,92625
22138,AW00022138,Alexandra,H,Brooks,M,F,1940-09-11,998-555-0187,5854 Eagle Way,Chula Vista,CA,California,US,United States,91910
22139,AW00022139,Jaime,,Pal,M,M,1940-05-08,652-555-0116,5279 East L Street,Concord,CA,California,US,United States,94519
22140,AW00022140,Makayla,L,Sanchez,M,F,1941-12-22,322-555-0172,5919 Maywood Lane,Renton,WA,Washington,US,United States,98055
22141,AW00022141,Jesse,E,Carter,M,M,1941-09-13,271-555-0138,6359 Sand Point Road,Sooke,BC,British Columbia,CA,Canada,V0
22142,AW00022142,Nelson,,Alonso,M,M,1941-04-10,647-555-0111,5608 Montanya Court,Burlingame,CA,California,US,United States,94010
22143,AW00022143,Summer,M,Prasad,M,F,1941-07-15,184-555-0159,2328 Elk Dr,Cliffside,BC,British Columbia,CA,Canada,V8Y 1L1
22144,AW00022144,Zachary,,Wang,M,M,1941-02-06,603-555-0152,2901 Sunny Ave,Haney,BC,British Columbia,CA,Canada,V2W 1W2
22145,AW00022145,Eduardo,C,Kelly,M,M,1941-06-06,834-555-0116,1483 Santa Lucia Dr.,Berkeley,CA,California,US,United States,94704
22146,AW00022146,Benjamin,J,Chen,S,M,1942-10-21,515-555-0145,5844 Miguel Drive,Torrance,CA,California,US,United States,90505
22147,AW00022147,Brett,L,Kapoor,M,M,1947-04-17,1 (11) 500 555-0152,1307 Horseshoe Circle,Caloundra,QLD,Queensland,AU,Australia,4551
22148,AW00022148,Candace,S,Prasad,M,F,1947-02-25,1 (11) 500 555-0189,2964 Mt. Washington,Cranbourne,VIC,Victoria,AU,Australia,3977
22149,AW00022149,Gregory,,Shen,M,M,1947-09-15,1 (11) 500 555-0135,9995 All Ways Drive,Hobart,TAS,Tasmania,AU,Australia,7001
22150,AW00022150,Damien,M,Liang,M,M,1947-02-25,1 (11) 500 555-0163,1691 Boxer Blvd.,Townsville,QLD,Queensland,AU,Australia,4810
22151,AW00022151,Neil,,Jimenez,M,M,1948-07-06,1 (11) 500 555-0172,6036 Park Glenn,Cloverdale,SA,South Australia,AU,Australia,6105
22152,AW00022152,Marcus,,King,M,M,1978-02-18,964-555-0119,8564 Hickory Drive,Long Beach,CA,California,US,United States,90802
22153,AW00022153,Alyssa,D,Kelly,M,F,1978-08-04,186-555-0170,4111 Vista Diablo,San Gabriel,CA,California,US,United States,91776
22154,AW00022154,Yolanda,C,Yuan,S,F,1977-01-24,896-555-0142,5786 St. George Drive,Chalk Riber,ON,Ontario,CA,Canada,K0J 1J0
22155,AW00022155,Steve,M,Cai,M,M,1948-07-05,1 (11) 500 555-0110,2582 South Ranchford Ct.,Sunbury,VIC,Victoria,AU,Australia,3429
22156,AW00022156,Jamie,L,Zheng,M,F,1948-03-04,1 (11) 500 555-0118,2104 Grading Way,Brisbane,QLD,Queensland,AU,Australia,4000
